"enrollee_id","target"
6424,0
18304,0
22515,0
15878,0
22128,0
17347,0
32239,0
1012,0
7766,0
3984,0
23247,0
18458,0
5248,0
13094,0
24516,0
1511,0
30822,0
25281,0
12324,0
16450,0
25513,0
32015,0
18228,0
11260,0
3566,0
14211,0
15827,0
18376,0
4412,0
22210,0
22112,0
27607,0
1359,0
5210,0
25378,0
26280,0
18778,0
2435,0
728,0
11259,0
3955,0
30668,0
5897,0
20442,0
27451,0
3489,0
24147,0
3328,0
3378,0
3021,0
592,0
30992,0
30091,0
33037,0
18480,0
28778,0
32384,0
10747,0
31603,0
22537,0
29924,0
16545,0
11797,0
16537,0
32026,0
17929,0
8636,0
11021,0
10547,0
29987,0
5880,0
8119,0
30261,0
22865,0
17410,0
2901,0
5701,0
3633,0
22185,0
30919,0
21436,0
14138,0
31757,0
26644,0
30620,0
26342,0
28159,0
16041,0
13183,0
30330,0
20619,0
30325,0
28311,0
16681,0
26677,0
21137,0
32215,0
18839,0
24695,0
21642,0
22535,0
7449,0
15390,0
4567,0
26212,0
2235,0
6130,0
27680,0
29621,0
1464,0
5725,0
18134,0
18362,0
30117,0
5218,0
29770,0
22072,0
16256,0
6033,0
16177,0
21225,0
1565,0
28550,0
317,0
10758,0
3176,0
7383,0
15404,0
29744,0
22006,0
2462,0
16612,0
8433,0
26167,0
30452,0
4986,0
5378,0
16980,0
21196,0
30226,0
17636,0
5798,0
4109,0
31868,0
22725,0
26737,0
6866,0
28687,0
5763,0
12673,0
20341,0
4111,0
17421,0
7056,0
29401,0
23712,0
5127,0
24929,0
25266,0
10370,0
30687,0
7372,0
27395,0
23942,0
18784,0
24229,0
26477,0
31979,0
16674,0
18759,0
15942,0
7208,0
24622,0
25588,0
24179,0
27408,0
22155,0
7695,0
20979,0
11832,0
7780,0
6306,0
27690,0
11528,0
25211,0
190,0
7167,0
22595,0
9118,0
16229,0
9980,0
75,0
24144,0
24537,0
11812,0
26230,0
3215,0
2180,0
9709,0
30066,0
28214,0
33128,0
18146,0
12190,0
29348,0
9365,0
18198,0
713,0
4252,0
12870,0
30390,0
8044,0
2083,0
11675,0
4336,0
33125,0
897,0
22919,0
3639,0
28116,0
3170,0
17819,0
14995,0
20733,0
20595,0
5630,0
31651,0
29495,0
8585,0
27401,0
24653,0
11648,0
26815,0
3992,0
33127,0
15891,0
12135,0
26813,0
22249,0
25625,0
30704,0
19163,0
2234,0
5159,0
16692,0
31680,0
20208,0
23056,0
1061,0
31617,0
4284,0
20359,0
20136,0
14633,0
2283,0
12932,0
18240,0
8534,0
4772,0
20686,0
25992,0
4454,0
18543,0
11040,0
32407,0
5926,0
211,0
26476,0
31043,0
17964,0
28262,0
17739,0
24086,0
12543,0
8251,0
32368,0
26864,0
5574,0
15138,0
26900,0
1217,0
28077,0
25302,0
14791,0
28922,0
31184,0
31918,0
9784,0
20394,0
5117,0
20785,0
7039,0
27821,0
26696,0
15357,0
27428,0
21654,0
5847,0
24397,0
21812,0
5297,0
17647,0
8414,0
26717,0
29811,0
11906,0
31127,0
4396,0
23041,0
10194,0
26030,0
26429,0
21597,0
31602,0
8706,0
12715,0
764,0
26949,0
28051,0
24280,0
21985,0
7995,0
13017,0
29487,0
15998,0
505,0
5700,0
28211,0
13803,0
31939,0
24644,0
29953,0
22305,0
30386,0
12548,0
22895,0
6267,0
16115,0
32878,0
9801,0
14610,0
30807,0
19919,0
11863,0
31125,0
31075,0
17516,0
30172,0
24798,0
30673,0
1665,0
29512,0
33023,0
29270,0
3075,0
24328,0
26496,0
13611,0
20093,0
10797,0
29569,0
28015,0
3433,0
20593,0
27792,0
1281,0
11919,0
7153,0
15643,0
14454,0
10392,0
11552,0
8159,0
26749,0
29289,0
8715,0
30854,0
24572,0
9264,0
7984,0
3209,0
21647,0
23595,0
5139,0
1566,0
5868,0
4415,0
25265,0
11774,0
22878,0
30319,0
25839,0
2756,0
5651,0
28855,0
31942,0
16815,0
10361,0
3746,0
30898,0
861,0
5858,0
21153,0
24984,0
22586,0
9543,0
4342,0
27057,0
27841,0
3370,0
29329,0
7037,0
781,0
21201,0
13450,0
25809,0
31084,0
15131,0
6018,0
29730,0
29280,0
22164,0
19036,0
10457,0
27957,0
25577,0
11335,0
14034,0
21854,0
25409,0
1320,0
1529,0
11027,0
11411,0
28805,0
24030,0
26678,0
29819,0
8054,0
19784,0
32203,0
1106,0
27454,0
13145,0
27000,0
21539,0
30818,0
3490,0
30395,0
25849,0
16667,0
12597,0
28142,0
2218,0
18984,0
13331,0
5215,0
13848,0
10536,0
16856,0
4296,0
3036,0
31725,0
18465,0
11103,0
9623,0
1280,0
4014,0
29782,0
30366,0
27986,0
4190,0
4888,0
14511,0
29256,0
23995,0
1987,0
29662,0
14769,0
26830,0
15645,0
27935,0
8067,0
2966,0
1282,0
32885,0
26175,0
11747,0
17754,0
20246,0
71,0
2486,0
8230,0
22471,0
24531,0
18361,0
17649,0
6448,0
22425,0
12717,0
8792,0
14509,0
17705,0
22723,0
14416,0
11285,0
30203,0
13465,0
5389,0
18533,0
10961,0
9363,0
9911,0
25236,0
31720,0
6059,0
29540,0
5373,0
26605,0
9037,0
17602,0
30628,0
10930,0
31614,0
869,0
18938,0
6958,0
13610,0
16737,0
22663,0
8422,0
540,0
18902,0
22046,0
14017,0
19839,0
7151,0
14605,0
23141,0
14723,0
30872,0
805,0
11560,0
18093,0
6663,0
10953,0
13153,0
25631,0
26775,0
24680,0
25272,0
2402,0
7103,0
1309,0
32408,0
12623,0
2053,0
8416,0
33149,0
24070,0
26155,0
25716,0
701,0
3663,0
756,0
4178,0
4964,0
11347,0
26124,0
29036,0
26994,0
21293,0
12237,0
2513,0
4087,0
16325,0
11823,0
2145,0
5170,0
27343,0
21720,0
32174,0
13656,0
7557,0
10989,0
31422,0
28963,0
5460,0
13326,0
11966,0
31021,0
6476,0
5680,0
2873,0
4548,0
16390,0
374,0
927,0
4183,0
21761,0
21324,0
21770,0
29720,0
21931,0
32332,0
3201,0
13229,0
8929,0
28499,0
22719,0
28378,0
6581,0
22681,0
29855,0
11995,0
7542,0
30322,0
22683,0
24511,0
31374,0
13593,0
23598,0
29368,0
20325,0
5024,0
8194,0
17753,0
8940,0
11496,0
18461,0
18487,0
13801,0
19912,0
11062,0
25139,0
17273,0
3128,0
27666,0
32343,0
8452,0
24074,0
3004,0
8360,0
30110,0
14948,0
15047,0
3144,0
751,0
13329,0
20018,0
26286,0
11889,0
29496,0
10148,0
3241,0
13797,0
25989,0
20013,0
11515,0
23167,0
25049,0
31156,0
6803,0
33196,0
5973,0
14065,0
29412,0
21573,0
24154,0
13894,0
30601,0
1792,0
20734,0
14196,0
9369,0
33018,0
15433,0
19844,0
4662,0
21734,0
32740,0
31719,0
12335,0
6551,0
11512,0
3538,0
14260,0
28481,0
26926,0
14399,0
12766,0
21006,0
3061,0
17807,0
12315,0
29179,0
8692,0
25985,0
29562,0
23720,0
27553,0
23543,0
11134,0
25587,0
2989,0
11492,0
11577,0
3273,0
17023,0
6825,0
7299,0
9070,0
20131,0
24762,0
15074,0
30663,0
1975,0
31900,0
19808,0
21684,0
14072,0
4451,0
33326,0
18257,0
29840,0
3967,0
25725,0
21981,0
27919,0
562,0
23346,0
3930,0
1579,0
19837,0
2468,0
17567,0
29137,0
5597,0
10559,0
4594,0
23230,0
26871,0
17696,0
19257,0
3739,0
28020,0
21261,0
13647,0
6572,0
25330,0
25923,0
14724,0
3470,0
7178,0
30346,0
30610,0
29201,0
8215,0
19363,0
5869,0
4564,0
6517,0
20808,0
7006,0
33087,0
29161,0
15035,0
8777,0
29305,0
25554,0
3891,0
13483,0
9642,0
27894,0
27210,0
29082,0
21798,0
24020,0
28984,0
28363,0
12833,0
7935,0
33199,0
13398,0
28720,0
15033,0
18091,0
6770,0
21997,0
18947,0
29237,0
20203,0
9613,0
7990,0
8137,0
26100,0
26307,0
31553,0
9036,0
17303,0
6868,0
13936,0
5131,0
2975,0
5698,0
1932,0
5429,0
27259,0
14094,0
114,0
18926,0
19599,0
25153,0
3702,0
1799,0
15844,0
17984,0
7833,0
33013,0
32797,0
24532,0
5442,0
15690,0
25206,0
29462,0
15203,0
13090,0
8745,0
25911,0
18899,0
1288,0
27975,0
9577,0
16354,0
13703,0
33169,0
2311,0
6789,0
28745,0
31061,0
2905,0
7664,0
19767,0
18437,0
4531,0
22667,0
21060,0
32035,0
582,0
29153,0
11652,0
19248,0
28063,0
32430,0
8391,0
838,0
4482,0
5870,0
2792,0
17322,0
32622,0
10369,0
5939,0
27573,0
1734,0
26970,0
12805,0
15988,0
31322,0
33104,0
22666,0
23173,0
30924,0
27480,0
19627,0
2634,0
641,0
3261,0
12907,0
5815,0
4126,0
11752,0
22012,0
13535,0
29733,0
31982,0
24855,0
15986,0
27144,0
18955,0
3146,0
27361,0
21101,0
12376,0
5682,0
7044,0
13537,0
24458,0
14719,0
15106,0
19749,0
4035,0
2764,0
2856,0
21875,0
847,0
4826,0
32575,0
32723,0
401,0
33096,0
7698,0
6718,0
12485,0
15662,0
10022,0
25458,0
16622,0
10601,0
25368,0
29728,0
7525,0
29037,0
22447,0
10510,0
351,0
20705,0
5713,0
31097,0
31064,0
26126,0
10025,0
14779,0
21456,0
11818,0
32490,0
31623,0
5436,0
32168,0
6445,0
13783,0
1501,0
21029,0
17196,0
29004,0
16813,0
9113,0
10763,0
5532,0
25539,0
13394,0
28416,0
32865,0
22514,0
10923,0
18768,0
18399,0
26836,0
18103,0
29217,0
2933,0
4046,0
15362,0
7760,0
22362,0
9058,0
3863,0
22290,0
30300,0
6606,0
26131,0
9007,0
12403,0
14912,0
26521,0
29893,0
3640,0
5035,0
17173,0
30079,0
10459,0
30281,0
17078,0
21398,0
6211,0
18501,0
5204,0
22243,0
8340,0
13453,0
27318,0
8677,0
19964,0
12334,0
20592,0
19089,0
20067,0
30151,0
27316,0
26907,0
1722,0
26101,0
4028,0
9265,0
26858,0
26666,0
8258,0
3869,0
15167,0
21473,0
28420,0
8680,0
7627,0
3353,0
11244,0
19455,0
30851,0
26013,0
5673,0
21021,0
15342,0
16787,0
6571,0
26948,0
26125,0
32583,0
15579,0
19782,0
12124,0
24346,0
29504,0
22490,0
6589,0
10651,0
10187,0
23687,0
15739,0
32925,0
31977,0
16746,0
23160,0
33265,0
3920,0
28386,0
29097,0
12571,0
72,0
33016,0
28649,0
5116,0
4224,0
13077,0
5855,0
10945,0
18323,0
15475,0
24906,0
24698,0
6101,0
13652,0
12655,0
19935,0
29456,0
942,0
15916,0
26425,0
3599,0
17400,0
23522,0
6385,0
26504,0
25843,0
25421,0
30490,0
33365,0
7531,0
8966,0
14239,0
13072,0
2461,0
10535,0
19463,0
33194,0
5933,0
22194,0
32932,0
16326,0
590,0
5264,0
22730,0
29990,0
3834,0
16322,0
22122,0
22944,0
30297,0
20161,0
8720,0
21799,0
6537,0
23027,0
4698,0
17679,0
4777,0
14489,0
1244,0
1715,0
27342,0
30144,0
14794,0
13575,0
9881,0
26705,0
17500,0
27081,0
20528,0
26416,0
14242,0
13618,0
14268,0
5010,0
10168,0
12269,0
14228,0
29521,0
27901,0
5244,0
32992,0
33203,0
2452,0
22262,0
17380,0
2836,0
31729,0
15714,0
8775,0
9400,0
31487,0
18927,0
5360,0
21264,0
8845,0
8867,0
20524,0
24491,0
17155,0
26880,0
23985,0
19379,0
19250,0
22912,0
14100,0
30943,0
22184,0
2195,0
19972,0
26092,0
23487,0
18736,0
20022,0
16884,0
11158,0
15349,0
6365,0
12350,0
8293,0
19819,0
31332,0
25736,0
30527,0
9693,0
23467,0
30275,0
31695,0
23609,0
32413,0
2191,0
30314,0
29718,0
15051,0
29342,0
8551,0
22530,0
15941,0
7427,0
15667,0
29384,0
25832,0
651,0
2502,0
26516,0
10996,0
17116,0
32842,0
7155,0
3752,0
26706,0
22052,0
9392,0
3961,0
24645,0
24370,0
33071,0
22612,0
25340,0
4820,0
4094,0
7021,0
31474,0
29503,0
26079,0
1342,0
4327,0
9233,0
8915,0
29190,0
580,0
27980,0
17475,0
23397,0
31795,0
3989,0
3162,0
8780,0
33181,0
12506,0
32014,0
3597,0
9341,0
22482,0
31526,0
14544,0
7928,0
11794,0
4174,0
27077,0
18283,0
32968,0
25,0
2208,0
21329,0
27329,0
6228,0
21337,0
22627,0
13916,0
7031,0
29239,0
425,0
4127,0
28424,0
12618,0
21221,0
23550,0
2886,0
26127,0
9516,0
33264,0
28101,0
5791,0
24199,0
22318,0
11709,0
22598,0
10292,0
23984,0
17443,0
9659,0
10824,0
20410,0
3968,0
4146,0
7552,0
15573,0
22071,0
4786,0
15029,0
17940,0
16919,0
23898,0
11586,0
22576,0
17022,0
815,0
10116,0
13254,0
26225,0
8628,0
30394,0
11704,0
25514,0
11156,0
13033,0
32789,0
5860,0
6888,0
23650,0
13041,0
15121,0
5417,0
27323,0
15343,0
15270,0
20835,0
23923,0
9691,0
7735,0
29675,0
19124,0
14729,0
14487,0
21706,0
29697,0
1889,0
13167,0
4512,0
776,0
8210,0
32777,0
16443,0
13527,0
31171,0
7348,0
23273,0
11445,0
6025,0
9653,0
19615,0
8661,0
18144,0
27911,0
1742,0
10351,0
6125,0
22588,0
29086,0
414,0
5727,0
5957,0
30465,0
18592,0
12774,0
22092,0
170,0
27355,0
5759,0
9920,0
32748,0
11742,0
29507,0
4982,0
6107,0
20500,0
6259,0
5490,0
5420,0
27691,0
20889,0
9525,0
20985,0
12160,0
32508,0
4096,0
22074,0
5187,0
28119,0
4000,0
23895,0
2479,0
3388,0
31793,0
1496,0
27979,0
30699,0
13799,0
12495,0
4860,0
22874,0
16146,0
24195,0
10186,0
31416,0
28242,0
19143,0
7725,0
8302,0
25207,0
14314,0
25061,0
17039,0
29998,0
8109,0
27171,0
17508,0
4076,0
16106,0
5554,0
17462,0
7988,0
6785,0
26247,0
16503,0
19983,0
31338,0
26253,0
12738,0
24072,0
28162,0
29187,0
8482,0
10908,0
29650,0
32251,0
27223,0
9669,0
31140,0
22651,0
16397,0
29961,0
19312,0
30816,0
4494,0
15070,0
23517,0
28576,0
25470,0
5591,0
28824,0
27499,0
32773,0
914,0
19882,0
23934,0
563,0
23067,0
30564,0
28257,0
1955,0
10087,0
4650,0
13663,0
8970,0
32422,0
12582,0
1559,0
6327,0
11234,0
21035,0
8844,0
28933,0
7305,0
933,0
1270,0
12272,0
28839,0
28595,0
3025,0
28744,0
25936,0
10887,0
26222,0
32718,0
1432,0
22299,0
32707,0
13854,0
10219,0
32466,0
16186,0
18798,0
5595,0
27375,0
28398,0
9541,0
1338,0
27477,0
7465,0
24696,0
31989,0
25997,0
19198,0
29534,0
28301,0
494,0
10314,0
24952,0
6542,0
29181,0
13263,0
3402,0
27380,0
17582,0
1297,0
10580,0
26145,0
16411,0
11490,0
30778,0
27889,0
7917,0
26687,0
19318,0
1084,0
27522,0
10611,0
2785,0
10725,0
3298,0
7113,0
17631,0
10871,0
16973,0
29293,0
18538,0
32724,0
24697,0
27251,0
12841,0
10349,0
22702,0
8784,0
19005,0
19534,0
14235,0
336,0
30811,0
8047,0
31523,0
13260,0
31671,0
10125,0
8086,0
29385,0
20041,0
23788,0
12801,0
8510,0
17033,0
22831,0
4379,0
1654,0
16814,0
33020,0
27325,0
8783,0
4658,0
15206,0
16538,0
29747,0
32692,0
27137,0
9532,0
21281,0
23939,0
21857,0
3242,0
28147,0
19581,0
21255,0
13165,0
3585,0
6430,0
18274,0
9935,0
2007,0
11245,0
10815,0
23177,0
23944,0
8624,0
5743,0
11513,0
3179,0
3436,0
30142,0
22632,0
19307,0
18365,0
23902,0
15153,0
27600,0
6141,0
12730,0
15964,0
14008,0
4335,0
3199,0
28376,0
32188,0
16163,0
16999,0
15969,0
13598,0
32192,0
21142,0
21498,0
16701,0
10542,0
27811,0
10581,0
4380,0
8492,0
28944,0
6995,0
30911,0
25019,0
20920,0
14374,0
4590,0
27565,0
21834,0
32652,0
25096,0
26159,0
24332,0
7490,0
21174,0
25418,0
6192,0
26400,0
18826,0
10504,0
8074,0
29172,0
29094,0
23695,0
31724,0
21784,0
28165,0
16731,0
25748,0
14234,0
17951,0
22156,0
23725,0
9190,0
32874,0
28703,0
13061,0
7484,0
21051,0
6288,0
17212,0
4269,0
30638,0
22647,0
26671,0
26876,0
3999,0
19526,0
16000,0
11802,0
28294,0
17143,0
7414,0
9182,0
20597,0
28761,0
20708,0
9130,0
11877,0
22287,0
25546,0
6707,0
4156,0
22001,0
13267,0
32175,0
10886,0
20738,0
16248,0
25835,0
2385,0
25915,0
2994,0
25998,0
30420,0
11739,0
28166,0
103,0
482,0
25825,0
12683,0
6447,0
11987,0
12014,0
28587,0
32164,0
3409,0
10059,0
32231,0
21045,0
8150,0
21363,0
9298,0
27315,0
20049,0
17660,0
25722,0
16053,0
14949,0
20099,0
23972,0
21896,0
18034,0
22307,0
17977,0
28804,0
25320,0
20859,0
11751,0
16748,0
32082,0
3567,0
19933,0
3657,0
1894,0
33237,0
5884,0
460,0
29054,0
954,0
1425,0
21829,0
30952,0
18477,0
24552,0
4617,0
26991,0
500,0
29909,0
21310,0
3778,0
28690,0
1025,0
14727,0
6961,0
2434,0
23276,0
20576,0
790,0
1060,0
22105,0
16464,0
19833,0
6475,0
19068,0
27751,0
9964,0
581,0
246,0
2167,0
30997,0
18738,0
32321,0
2880,0
7226,0
5404,0
25071,0
28382,0
10178,0
1039,0
8394,0
773,0
4730,0
8096,0
3754,0
13134,0
896,0
4640,0
9419,0
12419,0
23040,0
6605,0
28866,0
8621,0
18883,0
28711,0
30181,0
4626,0
20582,0
4952,0
24836,0
32497,0
30848,0
2341,0
15754,0
27023,0
22600,0
32753,0
23113,0
11891,0
8437,0
19957,0
26780,0
30890,0
21140,0
6421,0
10596,0
7354,0
227,0
23143,0
15257,0
13363,0
9998,0
14854,0
24052,0
4389,0
19115,0
2465,0
33094,0
32591,0
54,0
25306,0
18157,0
20664,0
3616,0
13759,0
31479,0
12323,0
28697,0
4550,0
12253,0
20769,0
3080,0
16603,0
23585,0
10374,0
3095,0
16356,0
26084,0
29336,0
29060,0
23486,0
4961,0
27351,0
15650,0
28469,0
3590,0
16155,0
32937,0
18772,0
11100,0
7336,0
6233,0
22089,0
22609,0
2828,0
9981,0
9605,0
2033,0
31510,0
14366,0
4070,0
3572,0
2952,0
24474,0
6395,0
15679,0
31561,0
18758,0
26920,0
8314,0
8673,0
26707,0
19427,0
12113,0
32349,0
26143,0
347,0
18145,0
1521,0
12117,0
19572,0
17016,0
7441,0
102,0
27528,0
32926,0
22346,0
12719,0
7574,0
4696,0
8770,0
23556,0
27255,0
4595,0
27290,0
859,0
13219,0
24497,0
1801,0
7974,0
22757,0
9122,0
18814,0
9818,0
31953,0
18017,0
18417,0
26336,0
7287,0
8592,0
24432,0
27397,0
10915,0
16592,0
496,0
8634,0
33375,0
2516,0
27729,0
23731,0
32530,0
12995,0
30669,0
16699,0
18482,0
22011,0
11323,0
31087,0
16930,0
2977,0
32954,0
5472,0
30355,0
18862,0
30935,0
14330,0
32677,0
27055,0
24876,0
33206,0
21547,0
33328,0
26794,0
375,0
12480,0
14457,0
36,0
17587,0
14496,0
11497,0
16599,0
9811,0
30163,0
25701,0
31013,0
1444,0
31660,0
7506,0
28250,0
7551,0
2243,0
23264,0
28688,0
24658,0
17981,0
26284,0
25499,0
31544,0
24662,0
25873,0
16134,0
28965,0
26829,0
8231,0
9663,0
4706,0
4290,0
32976,0
4989,0
27092,0
30976,0
13744,0
6683,0
845,0
16173,0
28097,0
25922,0
14765,0
32470,0
8944,0
28008,0
9380,0
27554,0
31380,0
18291,0
14924,0
13683,0
1752,0
25741,0
25403,0
20559,0
21306,0
30603,0
31429,0
30567,0
11321,0
11360,0
6812,0
24481,0
18965,0
11037,0
8870,0
31598,0
7755,0
23185,0
25826,0
248,0
30340,0
16546,0
2547,0
32658,0
28264,0
31350,0
11986,0
16710,0
19669,0
22729,0
33,0
27115,0
22592,0
173,0
32554,0
405,0
4266,0
535,0
30681,0
24173,0
5382,0
23941,0
22656,0
30126,0
33325,0
31427,0
15736,0
6064,0
28748,0
28844,0
6283,0
30676,0
2133,0
13154,0
9477,0
1720,0
18971,0
1285,0
29750,0
6959,0
18567,0
9405,0
27345,0
13608,0
25436,0
4349,0
32257,0
27577,0
32832,0
5462,0
22225,0
20063,0
12177,0
11628,0
5744,0
9526,0
3442,0
9912,0
29517,0
17774,0
4792,0
26287,0
26022,0
19695,0
13747,0
4631,0
26006,0
23728,0
5324,0
1895,0
5473,0
8165,0
1505,0
6273,0
21067,0
24730,0
11551,0
7764,0
30116,0
23897,0
21723,0
29912,0
19110,0
8913,0
14214,0
11108,0
33211,0
2043,0
27374,0
13318,0
31850,0
18466,0
18116,0
33070,0
17473,0
2857,0
23036,0
13158,0
1092,0
27019,0
5468,0
5491,0
31872,0
3487,0
3763,0
15163,0
12797,0
18125,0
22276,0
27732,0
9151,0
1164,0
17645,0
16669,0
21013,0
8552,0
15110,0
337,0
11033,0
31383,0
22433,0
13812,0
7587,0
22175,0
8759,0
28757,0
18930,0
18905,0
32372,0
32191,0
3026,0
23114,0
19442,0
19658,0
13384,0
20960,0
31690,0
31302,0
21843,0
4798,0
29121,0
17239,0
4916,0
2281,0
31705,0
2065,0
12622,0
11917,0
12310,0
14082,0
15915,0
15415,0
6207,0
19674,0
1251,0
18743,0
17456,0
14336,0
11737,0
1119,0
28676,0
105,0
10594,0
29880,0
18072,0
1207,0
18334,0
5502,0
10303,0
10150,0
19052,0
1986,0
26972,0
10951,0
27435,0
7628,0
32142,0
28947,0
24764,0
20207,0
31265,0
29693,0
24805,0
21762,0
20717,0
2619,0
4131,0
24640,0
11724,0
2847,0
26773,0
19106,0
11910,0
4843,0
8346,0
23015,0
744,0
16445,0
6009,0
14665,0
23937,0
2771,0
11165,0
4528,0
14458,0
29028,0
21074,0
27644,0
12225,0
18687,0
22047,0
5336,0
25619,0
1719,0
20534,0
23552,0
27273,0
22996,0
27954,0
18231,0
27760,0
7491,0
16784,0
1194,0
31308,0
28168,0
3789,0
10399,0
32572,0
5707,0
24733,0
19804,0
15812,0
19280,0
4211,0
5549,0
25401,0
3067,0
28557,0
8449,0
12172,0
9676,0
16685,0
9589,0
8821,0
24349,0
24437,0
10378,0
18654,0
10595,0
27168,0
17216,0
5414,0
18337,0
8069,0
284,0
29473,0
20452,0
25667,0
15922,0
31065,0
8457,0
17061,0
27794,0
25626,0
9761,0
30878,0
3708,0
4895,0
1014,0
25838,0
14617,0
23406,0
33113,0
27994,0
6091,0
31395,0
5486,0
14526,0
6634,0
1116,0
9391,0
9342,0
4717,0
6658,0
11808,0
24465,0
16235,0
1355,0
30912,0
25381,0
20342,0
1584,0
18754,0
28510,0
971,0
14277,0
4970,0
4673,0
5906,0
11202,0
25988,0
27726,0
14775,0
32544,0
6614,0
30588,0
30199,0
10614,0
29034,0
19884,0
3418,0
1563,0
13993,0
14947,0
9775,0
18887,0
31342,0
9323,0
29170,0
27414,0
23645,0
11757,0
24321,0
30706,0
9476,0
29482,0
21743,0
27217,0
33198,0
7609,0
28486,0
19292,0
14307,0
12556,0
9246,0
3248,0
2323,0
33244,0
2359,0
24958,0
4162,0
9528,0
20982,0
25511,0
4647,0
2891,0
4049,0
28998,0
17943,0
12287,0
23126,0
25520,0
8961,0
31583,0
3551,0
11971,0
17918,0
27227,0
19179,0
5621,0
3401,0
7041,0
19531,0
45,0
10789,0
11840,0
1398,0
11868,0
2185,0
20238,0
20701,0
617,0
10849,0
442,0
22211,0
26305,0
11873,0
13810,0
22565,0
13966,0
3079,0
20826,0
10307,0
4303,0
25337,0
8930,0
2248,0
14519,0
32276,0
32509,0
1857,0
13253,0
28415,0
22645,0
20272,0
7007,0
27700,0
31016,0
19998,0
19284,0
24652,0
382,0
1199,0
20747,0
26713,0
5271,0
15160,0
1067,0
19033,0
25287,0
30782,0
11991,0
20051,0
5366,0
2476,0
2265,0
3303,0
8557,0
3797,0
5396,0
3785,0
24228,0
5119,0
32791,0
18001,0
3173,0
2632,0
3810,0
31370,0
4855,0
27109,0
2467,0
12161,0
28336,0
22282,0
182,0
14164,0
9821,0
3405,0
527,0
32763,0
31885,0
31621,0
16903,0
8855,0
7603,0
30408,0
4048,0
15502,0
3552,0
26001,0
21487,0
1030,0
30926,0
15471,0
9971,0
29320,0
29723,0
14379,0
16341,0
18869,0
2429,0
13469,0
10778,0
2833,0
5102,0
20146,0
11720,0
24963,0
245,0
32159,0
27676,0
12594,0
8104,0
23240,0
6023,0
23157,0
32552,0
11661,0
25624,0
21803,0
221,0
8868,0
3337,0
868,0
23165,0
5325,0
30873,0
31830,0
33131,0
18892,0
21828,0
25621,0
30118,0
11531,0
13941,0
10244,0
4824,0
29072,0
5431,0
29986,0
16579,0
5581,0
10111,0
29602,0
4394,0
30435,0
4535,0
9513,0
22898,0
4966,0
